emotion,audio_path
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000436.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000422.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000442.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000540.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000428.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000650.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000449.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000624.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000444.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000639.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000643.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000527.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000432.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000537.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000634.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000524.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000443.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000626.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000437.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000633.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000632.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000535.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000523.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000649.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000642.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000543.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000637.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000531.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000622.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000530.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000544.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000628.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000549.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000426.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000448.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000427.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000424.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000550.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000629.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000438.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000534.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000421.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000536.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000447.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000636.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000541.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000423.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000648.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000525.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000546.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000439.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000429.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000446.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000646.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000431.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000645.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000630.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000627.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000538.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000528.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000548.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000529.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000547.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000425.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000539.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000625.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000631.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000644.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000430.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000641.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000647.wav
Anger,/esd-dataset-fyp/Emotion Speech Dataset/0003/Angry/0003_000526.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000143.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000231.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000038.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000223.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000236.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000047.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000046.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000129.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000329.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000141.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000034.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000135.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000345.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000324.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000232.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000134.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000338.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000244.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000344.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000035.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000025.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000031.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000334.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000229.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000241.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000330.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000238.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000326.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000122.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000030.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000131.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000044.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000250.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000245.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000228.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000222.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000321.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000133.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000148.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000137.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000331.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000248.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000227.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000136.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000327.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000349.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000142.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000032.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000022.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000127.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000337.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000027.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000346.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000341.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000033.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000132.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000224.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000147.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000125.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000249.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000123.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000234.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000237.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000350.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000042.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000336.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000343.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000348.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000049.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000124.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000028.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000240.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000342.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000036.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000140.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000039.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000024.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000339.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000239.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000150.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000322.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000246.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000233.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000146.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000130.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000247.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000225.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000139.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000243.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000325.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000048.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000347.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000021.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000328.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000332.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000242.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000128.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000026.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000121.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000323.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000149.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000335.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000029.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000037.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000050.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000126.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000040.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000144.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000340.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000226.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000045.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000023.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000221.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000041.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000138.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000043.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000235.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000333.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000230.wav
Neutral,/esd-dataset-fyp/Emotion Speech Dataset/0003/Neutral/0003_000145.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001147.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001337.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001145.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001249.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001121.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001242.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001324.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001225.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001226.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001247.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001335.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001128.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001323.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001135.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001321.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001227.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001150.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001132.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001340.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001234.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001136.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001331.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001248.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001235.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001144.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001133.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001140.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001236.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001327.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001325.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001330.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001336.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001146.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001137.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001222.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001122.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001341.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001130.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001347.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001228.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001244.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001345.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001148.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001223.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001141.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001326.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001348.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001241.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001322.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001233.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001350.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001221.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001339.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001131.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001344.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001229.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001123.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001338.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001127.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001231.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001240.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001334.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001328.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001129.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001139.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001124.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001142.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001230.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001246.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001126.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001143.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001238.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001134.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001332.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001237.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001333.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001329.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001250.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001342.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001125.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001239.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001149.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001245.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001349.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001343.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001138.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001346.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001243.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001232.wav
Sadness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Sad/0003_001224.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000850.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000843.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000736.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000835.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000943.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000845.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001025.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000829.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000949.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000941.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001021.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000828.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000730.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001046.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001041.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000847.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000738.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000824.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000833.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000826.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000944.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001037.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001043.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000832.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001028.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_001024.wav
Happiness,/esd-dataset-fyp/Emotion Speech Dataset/0003/Happy/0003_000823.wav
