emotion,audio_path
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_explosion.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_farsa.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_si.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_rapido.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_abajo.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_estacion.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_derecha.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_enojo.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_izquierda.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_alterado.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_si.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_humedo.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_basta_ya.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_B_ensueno.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_caducado.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_cansancio.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_aficion.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_delante.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_ayer.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_no.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_adios.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_abandono.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_lento.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_desierto.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_seco.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_mojado.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_derecha.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_nunca.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_B_atractivo.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_izquierda.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_hola.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_colorado.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_dentro.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_desierto.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_A_abajo.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_condena.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_articulo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_enfriamiento.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_derecha.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_no.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_lento.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_fuera.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_rapido.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_atasco.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_gracias.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_celda.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_temporal.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_ceguera.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_gracias.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_explosion.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_de_nada.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_ansiedad.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_B_abuso.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_enojo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_abuso.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_explosivo.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_delante.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_abandono.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_delicioso.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_amenazador.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_lento.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_amenazado.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_por_favor.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_por_favor.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_pronto.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_izquierda.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_izquierda.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_hoy.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_A_basta_ya.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_rizado.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_relajacion.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_izquierda.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_izquierda.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_A_izquierda.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_injusticia.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_atasco.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_rapido.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_nunca.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_tarde.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_abandono.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_rapido.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_tarde.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_no.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_impaciencia.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_derecha.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_gracias.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_antes.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_delante.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_comico.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_gracias.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_de_nada.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_delante.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_dentro.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_no.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_presumido.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_dentro.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_ayer.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_enganado.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_hoy.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_arriba.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_estrecho.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_nausea.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_antes.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_mecanico.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_por_favor.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_ceguera.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_hondo.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_cirugia.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_A_adios.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_rapido.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_agencia.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_pronto.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_ayer.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_abandono.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_si.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_funeraria.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_detras.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_lento.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_detras.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_desmayo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_delante.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_B_baile.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_arroz.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_antiguo.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_hola.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_danino.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_dificultad.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_dentro.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_ayer.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_de_nada.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_baile.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_A_de_nada.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_no.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_hoy.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_arriba.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_lento.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_furia.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_refrescante.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_abuso.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_B_ceguera.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_delincuencia.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_abajo.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_ansiedad.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_adios.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_delante.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_furia.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_fuera.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_por_favor.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_de_nada.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_delfin.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_ayer.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_locura.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_rapido.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_de_nada.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_B_catastrofe.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_adios.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_detras.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_ceguera.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_no.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_robusto.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_ira.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_A_por_favor.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_detras.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_B_fresco.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_basta_ya.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_amenazado.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_adios.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_ceguera.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_clavel.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_atomo.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_antes.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_delante.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_ayer.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_derecha.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_basta_ya.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_hoy.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_acogedora.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_fantastico.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_rueda.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_coordinacion.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_boton.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_si.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_hola.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_fecha.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_delante.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_de_nada.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_pesadilla.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_si.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_oasis.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_carcajada.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_dentro.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_mimado.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_estricto.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_B_explosion.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_izquierda.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_basta_ya.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_conciente.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_temporal.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_encadenado.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_fuera.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_gracias.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_B_injusticia.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_estricto.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_delincuencia.wav
